code,name,country,city,state,city_code
GNN,Ghinnir,ET,Ginir,Oromiya,GNN
GNR,General Roca,AR,Sierra Colorada,Rio Negro,GNR
GNS,Gunungsitoli Airport,ID,,,GNS
GNT,Milan,US,Grants,New Mexico,GNT
GNU,Goodnews Bay,US,,,GNU
GNV,Gainesville Regional Airport,US,Gainesville,Florida,GNV
GNY,Sanliurfa GAP Airport,TR,,,GNY
GNZ,Ghanzi,BW,Ghanzi,Ghanzi,GNZ
GOA,Genoa Cristoforo Colombo Airport,IT,San Teodoro,Liguria,GOA
GOB,Goba,ET,,,GOB
GOC,Gora,PG,,,GOC
GOE,Gonalia,PG,,,GOE
GOF,Goodfellow AFB,US,,,SJT
GOG,Gobabis,,,,GOG
GOH,Nuuk Airport,GL,Nuuk,Sermersooq,GOH
GOI,Dabolim Airport,IN,Chicalim,Goa,GOI
GOJ,Nizhny Novgorod International Airport,RU,Gorbatovka,Nizjnij Novgorod,GOJ
GOK,Guthrie,US,Guthrie,Oklahoma,GOK
GOL,State,US,Gold Beach,Oregon,GOL
GOM,Goma Airport,CD,Goma,Nord Kivu,GOM
GON,New London,US,Long Hill,Connecticut,GON
GOO,Goondiwindi,AU,Goondiwindi,Queensland,GOO
GOP,Gorakhpur Airport,IN,Gorakhpur,Uttar Pradesh,GOP
GOQ,Golmud Airport,CN,Guolemude,Heilongjiang Sheng,GOQ
GOR,Gore,ET,Gore,Oromiya,GOR
GOS,Gosford,AU,East Gosford,New South Wales,GOS
GOT,Goteborg Landvetter Airport,SE,Landvetter,Vaestra Goetaland,GOT
GOU,Garoua Airport,CM,Garoua,North Province,GOU
GOV,Nhulunbuy Airport,AU,,,GOV
GOX,Mopa Airport,IN,Mopa,Goa,GOX
GOY,Tura Airport,RU,,Krasnoyarsk,GOY
GOZ,Gorna Oriahovitsa,BG,Gorna Oryakhovitsa,Veliko Turnovo,GOZ
GPA,Araxos Airport,GR,Patra,West Greece,GPA
GPB,Tancredo Thomaz Faria,BR,Guarapuava,Parana,GPB
GPD,Mount Gordon Mine,AU,,,GPD
GPI,Guapi Airport,CO,,,GPI
GPL,Guapiles,CR,Guapiles,Limon,GPL
GPN,Garden Point,AU,Nightcliff,Northern Territory,GPN
GPO,General Pico,AR,General Pico,La Pampa,GPO
GPS,Baltra Airport,EC,Puerto Ayora,Galapagos,GPS
GPT,Gulfport-Biloxi International Airport,US,West Gulfport,Mississippi,GPT
GPZ,Grand Rapids,US,Grand Rapids,Minnesota,GPZ
GQQ,Galion,US,Galion,Ohio,GQQ
GRA,Gamarra,CO,Gamarra,Cesar,GRA
GRB,Austin Straubel International Airport,US,Ashwaubenon,Wisconsin,GRB
GRC,Grand Cess,LR,,,GRC
GRD,Greenwood,US,Greenwood,South Carolina,GRD
GRE,Municipal,US,Greenville,Illinois,GRE
GRF,Gray AAF,US,Fort Lewis,Washington,TIW
GRG,Gardez,AF,Gardez,Paktia,GRG
GRH,Garuahi,PG,,,GRH
GRI,Grand Island Airport,US,Grand Island,Nebraska,GRI
GRJ,George Airport,ZA,George,Western Cape,GRJ
GRK,Robert Gray Army Airfield,US,Fort Hood,Texas,ILE
GRL,Garasa,PG,,,GRL
GRM,Devils Track,US,Newberry,Michigan,GRM
GRN,Gordon,US,Gordon,Nebraska,GRN
GRO,Girona-Costa Brava Airport,ES,Vilobi d'Onyar,Catalonia,GRO
GRP,Gurupi,BR,,,GRP
GRQ,Eelde Airport,NL,Vries,Drenthe,GRQ
GRR,Gerald R. Ford International Airport,US,Forest Hills,Michigan,GRR
GRS,Baccarini,IT,Grosseto,Tuscany,GRS
GRT,Gujrat,PK,Lala Musa,Punjab,GRT
GRU,Sao Paulo-Guarulhos International Airport,BR,Guarulhos,Sao Paulo,SAO
GRV,Groznyy Airport,RU,Staraya Sunzha,Chechnya,GRV
GRW,Graciosa Island Airport,PT,Lagoa,Azores,GRW
GRX,Granada Airport,ES,Chauchina,Andalusia,GRX
GRY,Grimsey,IS,Dalvik,Northeast,GRY
GRZ,Graz Airport,AT,Feldkirchen bei Graz,Styria,GRZ
GSA,Long Pasia,MY,Kayan Hulu,North Kalimantan,GSA
GSB,Seymour Johnson AFB,US,Goldsboro,North Carolina,GSB
GSC,Gascoyne Junction,AU,,,GSC
GSE,Gothenburg City Airport,SE,Majorna,Vaestra Goetaland,GOT
GSH,Goshen,US,Goshen,Indiana,GSH
GSI,Guadalcanal,SB,,,GSI
GSJ,Puerto San Jose,GT,Puerto San Jose,Escuintla,GSJ
GSL,Taltheilei Narrows,CA,,,GSL
GSM,Dayrestan Airport,IR,Bandar-e Khamir,Hormozgan,GSM
GSN,Mount Gunson,AU,,,GSN
GSO,Piedmont Triad International Airport,US,Oak Ridge,North Carolina,GSO
GSP,Greenville-Spartanburg International Airport,US,Greer,South Carolina,GSP
GSQ,Shark Elowainat,EG,,,GSQ
GSR,Gardo,SO,,,GSR
GSS,Sabi Sabi,ZA,Graksop,Mpumalanga,GSS
GST,Gustavus Airport,US,,,GST
GSU,Gedaref,SD,Al Qadarif,Al Qadarif,GSU
GSV,Saratov Gagarin Airport,RU,Shumeyka,Saratov,RTW
GSY,Binbrook,GB,Grimsby,England,GSY
GTA,Gatokae Aerodrom,SB,,,GTA
GTB,Genting,MY,,,GTB
GTC,Green Turtle,BS,Hard Bargain,Moore's Island,GTC
GTE,Alyangula Airport,AU,,,GTE
GTF,Great Falls International Airport,US,Great Falls,Montana,GTF
GTG,Municipal,US,Grantsburg,Wisconsin,GTG
GTI,Guettin,DE,Ostseebad Dierhagen,Mecklenburg-Vorpommern,GTI
GTK,Sungei Tekai,MY,Segamat,Johor,GTK
GTN,Glentanner,NZ,,,MON
GTO,Tolotio Airport,ID,Isimu,Gorontalo,GTO
GTP,Grants Pass,US,Merlin,Oregon,GTP
GTR,Golden Triangle Regional Airport,US,West Point,Mississippi,UBS
GTS,Granites,AU,,,GTS
GTT,Georgetown Airport,AU,Georgetown,Queensland,GTT
GTW,Holesov,CZ,Otrokovice,Zlin,GTW
GTY,Gettysburg,US,Gettysburg,Pennsylvania,GTY
GTZ,Kirawira B,TZ,Issenye,Mara,GTZ
GUA,La Aurora International Airport,GT,Santa Catarina Pinula,Guatemala,GUA
GUB,Guerrero Negro,MX,San Luis,Baja California,GUB
GUC,Gunnison Airport,US,Gunnison,Colorado,GUC
GUD,Goundam,ML,Goundam,Tombouctou,GUD
GUE,Guriaso,PG,,,GUE
GUF,Edwards,US,Orange Beach,Alabama,GUF
GUG,Guari,PG,,,GUG
GUH,Gunnedah,AU,Gunnedah,New South Wales,GUH
GUI,Guiria,VE,Gueiria,Sucre,GUI
GUJ,Guaratingueta,BR,Guaratingueta,Sao Paulo,GUJ
GUL,Goulburn,AU,Goulburn,New South Wales,GUL
GUM,A.B. Won Pat International Airport,GU,Tamuning-Tumon-Harmon Village,Tamuning,GUM
GUN,Gunter AFB,US,,,MGM
GUO,Gualaco,HN,Gualaco,Olancho,GUO
GUP,Senator Clark,US,Gallup,New Mexico,GUP
GUQ,Guanare,VE,Guanare,Portuguesa,GUQ
GUR,Gurney Airport,PG,,,GUR
GUS,Grissom AFB,US,Peru,Indiana,GUS
GUT,Guetersloh,DE,,,GUT
GUU,Grundarfjordur,IS,,,GUU
GUV,Mougulu,PG,,,GUV
GUW,Atyrau Airport,KZ,Atyrau,Atyrau,GUW
GUX,Guna,IN,Guna,Madhya Pradesh,GUX
GUY,Guymon,US,Guymon,Oklahoma,GUY
GUZ,Guarapari,BR,Guarapari,Espirito Santo,QDL
GVA,Geneve Airport,CH,Les Avanchets,Geneva,GVA
GVE,Municipal,US,Gordonsville,Virginia,GVE
GVI,Green River,PG,,,GVI
GVL,Lee Gilmer Memorial,US,Gainesville,Georgia,GVL
GVN,May-Gatka,RU,Mayskiy,Khabarovsk Krai,GVN
GVP,Greenvale,AU,,,GVP
GVR,Governador Valadares Airport,BR,Governador Valadares,Minas Gerais,GVR
GVT,Majors Field,US,Greenville,Texas,GVT
GVW,Richards-Gebaur,US,Grandview,Missouri,GVW
GVX,Sandviken,SE,Valbo,Gaevleborg,GVX
GWA,Gwa,MM,,,GWA
GWD,Gwadar Airport,PK,Gwadar,Balochistan,GWD
GWE,Gweru,ZW,Gweru,Midlands,GWE
GWL,Gwalior Airport,IN,Morar,Madhya Pradesh,GWL
GWN,Gnarowein,PG,,,GWN
GWO,Leflore,US,Greenwood,Mississippi,GWO
GWS,Glenwood Springs,US,,,GWS
GWT,Westerland - Sylt Airport,DE,Tinnum,Schleswig-Holstein,GWT
GWV,Glendale,US,Glendale,Wisconsin,GWV
GWY,Carnmore,IE,Gaillimh,Connaught,GWY
GXA,Beringin Airport,ID,,,GXA
GXF,Seiyun,YE,Al Hamdi,Muhafazat Hadramawt,GXF
GXG,Negage,AO,Camabatela,Cuanza Norte,GXG
GXH,Gannan Xiahe Airport,CN,Nawu,Gansu Sheng,GXH
GXM,Kuala Kurun,ID,,,GXM
GXQ,Ten. Vidal,CL,Coihaique,Aisen,GXQ
GXX,Yagoua,CM,Yagoua,Far North,GXX
GXY,Weld County,US,Greeley,Colorado,GXY
GYA,Guayaramerin Airport,BO,Guayaramerin,El Beni,GYA
GYB,Wodgina Airport,AU,Wodgina,Western Australia,GYB
GYD,Heydar Aliyev International Airport,AZ,Yeni Suraxani,Baki,BAK
GYE,Jose Joaquin de Olmedo Airport,EC,Eloy Alfaro,Guayas,GYE
GYG,Magan Airport,RU,Magan,Sakha,GYG
GYI,Gisenyi,RW,Gisenyi,Western Province,GYI
GYL,Argyle,AU,,,GYL
GYM,Gen Jose M Yanez,MX,Heroica Guaymas,Sonora,GYM
GYN,Santa Genoveva Airport,BR,Goiania,Goias,GYN
GYO,Bandar Udara Senubung,ID,Blangkejeren,,GYO
GYP,Gympie,AU,Gympie,Queensland,GYP
GYR,Litchfield,US,Avondale,Arizona,GYR
GYS,Guang Yuan Airport,CN,Guangyuan,Sichuan,GYS
GYU,Guyuan Liupanshan Airport,CN,Shirak,Shirak,GYU
GYY,Gary/Chicago International,US,East Chicago,Indiana,GYY
GYZ,Gruyere Mine Airport,AU,,,GYZ
GZA,Gaza - Yaser Arafat International Airport,PS,Shukat as Sufi,Gaza Strip,GZA
GZG,Garze Gesar Airport,CN,Ganzi,Sichuan,GZG
GZI,Ghazni,AF,Khayr Kot,Paktika,GZI
GZM,Gozo Heliport,MT,Saint Lucia,Saint Lucia,GZM
GZO,Gizo Airport,SB,,,GZO
GZP,Gazipasa Airport,TR,Gazipasa,Antalya,GZP
GZT,Gaziantep Airport,TR,Oguzeli,Gaziantep,GZT
GZW,Ghazvin,IR,Qazvin,Qazvin,GZW
HAA,Hasvik Airport,NO,Breivikbotn,Finnmark Fylke,HAA
HAB,Marion County,US,Hamilton,Alabama,HAB
HAC,Hachijo Jima Airport,JP,,,HAC
HAD,Halmstad Airport,SE,Halmstad,Halland,HAD
HAE,Havasupai,US,,,HAE
HAF,Half Moon,US,Half Moon Bay,California,HAF
HAH,Prince Said Ibrahim Internatonal Airport,KM,,,YVA
HAI,Dr Haines,US,Three Rivers,Michigan,HAI
HAJ,Hannover Airport,DE,Langenhagen,Lower Saxony,HAJ
HAK,Haikou Airport,CN,,,HAK
HAL,Halali,,,,HAL
HAM,Hamburg Airport,DE,Fuhlsbuettel,Hamburg,HAM
HAN,Noi Bai International Airport,VN,Soc Son,Ha Noi,HAN
HAO,Hamilton,US,Hamilton,Ohio,HAO
HAP,Long Island,AU,,,HAP
HAQ,Hanimaadhoo Airport,MV,Dhidhdhoo,Upper North,HAQ
HAR,Capital City,US,Steelton,Pennsylvania,HAR
HAS,Hail Airport,SA,Hayil,Mintaqat Ha'il,HAS
HAT,Heathlands,AU,,,HAT
HAU,Haugesund Airport,NO,Vedavagen,Rogaland,HAU
HAV,Jose Marti International Airport,CU,Boyeros,La Habana,HAV
HAW,Haverfordwest,GB,Haverfordwest,Wales,HAW
HAX,Hatbox Field,US,,,MKO
HAY,Haycock,US,,,HAY
HAZ,Hatzfeldthaven,PG,,,HAZ
HBA,Hobart International Airport,AU,Seven Mile Beach,Tasmania,HBA
HBB,Industrial Airpark,US,,,HOB
HBC,Hanus Bay,US,,,HBC
HBD,Habi,PG,,,HBD
HBE,Borg El Arab Airport,EG,Alexandria,Alexandria,ALY
HBG,The Hattiesburg-Bobby L. Chain Mun.,US,Hattiesburg,Mississippi,HBG
HBH,Hobart Bay,US,,,HBH
HBI,Harbour Island,BS,Dunmore Town,Harbour Island,HBI
HBK,Holbrook Municipal,US,Holbrook,Arizona,HBK
HBN,Flamingo,VN,Tan Bien,Tay Ninh,HBN
HBO,Municipal,US,Pawnee City,Nebraska,HBO
HBQ,Qilian Airport,CN,Hongtu,Qinghai Sheng,HBQ
HBR,Hobart,US,Hobart,Oklahoma,HBR
HBT,Hafr Albatin,LK,,,HRI
HBU,Bulgan Hovd,MN,Burenhayrhan,Hovd,HBU
HBX,Hubli Airport,IN,Hubli,Karnataka,HBX
HCA,Howard County,US,Big Spring,Texas,HCA
HCB,Shoal Cove,US,,,HCB
HCC,Columbia County,US,Stottville,New York,HCC
HCJ,Hechi Jinchengjiang Airport,CN,Nandan Chengguanzhen,Guangxi Zhuangzu Zizhiqu,HCJ
HCM,Eil,SO,Eyl,Nugaal,HCM
HCN,Hengchun,TW,,,HCN
HCQ,Halls Creek,AU,,,HCQ
HCR,Holy Cross Airport,US,,,HCR
HCW,Cheraw,US,Cheraw,South Carolina,HCW
HCZ,Chenzhou Beihu Airport,CN,Chenzhou,Hunan,HCZ
HDA,Hidden Falls,US,,,HDA
HDB,Airfield Heidelberg,DE,Heidelberg,,HDB
HDD,Hyderabad,PK,Kotri,Sindh,HDD
HDE,Brewster Field,US,Holdrege,Nebraska,HDE
HDF,Heringsdorf Airport,DE,Seebad Heringsdorf,Mecklenburg-Vorpommern,HDF
HDG,Handan Airport,CN,Handan,Hebei,HDG
HDH,Dillingham Airfield,US,Mililani Town,Hawaii,HDH
HDK,Kulhudhuffushi Airport,MV,Kulhudhuffushi,Haa Dhaalu Atholhu,HDK
HDM,Hamadan Airport,IR,Hamadan,Hamadan,HDM
HDN,Yampa Valley Airport,US,Hayden,Colorado,HDN
HDO,Hindon Airport,IN,Ghaziabad,,HDO
HDR,Havadarya,IR,Qeshm,Hormozgan,HDR
HDS,Hoedspruit Airport,ZA,Hoedspruit,Limpopo,HDS
HDY,Hat Yai International Airport,TH,Khlong Hoi Khong,Songkhla,HDY
HEA,Herat International Airport,AF,Guzarah,Herat,HEA
HEB,Henzada,MM,Hinthada,Ayeyarwady,HEB
HED,Herendeen,US,,,HED
HEE,Thompson-Robbins,US,Helena,Arkansas,HEE
HEH,Heho Airport,MM,,,HEH
HEI,Heide-Buesum,DE,Oesterdeichstrich,Schleswig-Holstein,HEI
HEK,Heihe Airport,CN,Xinfu,Heilongjiang Sheng,HEK
HEL,Helsinki-Vantaa Airport,FI,,,HEL
HEM,Helsinki-malmi,FI,,,HEL
HEN,Hendon,FI,Hendon,England,HEL
HEO,Haelogo,PG,,,HEO
HER,Heraklion Airport,GR,Nea Alikarnassos,Crete,HER
HES,State,US,Hermiston,Oregon,HES
HET,Hohhot Baita International Airport,CN,Haoxinying,Inner Mongolia,HET
HEV,Huelva,ES,Huelva,Andalusia,HEV
HEW,Hengdian Airport,CN,Nanshi,Zhejiang Sheng,HEW
HEX,Santo Domingo Herrera,DO,,,SDQ
HEY,Hanchey Army Heliport,US,Morgan,Georgia,OZR
HEZ,Hardy-Anders,US,Morgantown,Mississippi,HEZ
HFA,Haifa Airport,IL,Qiryat Mozqin,Haifa,HFA
HFD,Brainard,US,Wethersfield,Connecticut,HFD
HFE,Hefei Xinqiao Airport,CN,,,HFE
HFF,Mackall AAF,US,Pinebluff,North Carolina,HFF
HFN,Hornafjordur,IS,Hoefn,East,HFN
HFS,Hagfors Airport,SE,Hagfors,Vaermland,HFS
HFT,Hammerfest Airport,NO,Hammerfest,Finnmark Fylke,HFT
HGA,Hargeisa Airport,SO,Hargeysa,Woqooyi Galbeed,HGA
HGD,Hughenden,AU,,,HGD
HGE,Higuerote Airport,VE,Higuerote,Miranda,HGE
HGH,Hangzhou Xiaoshan International Airport,CN,,,HGH
HGI,Higlieg,SD,Abu Jibeha,Southern Kordofan,HGI
HGL,Helgoland,DE,Helgoland,Schleswig-Holstein,HGL
HGN,Mae Hong Son Airport,TH,Mae Hong Son,Mae Hong Son,HGN
HGO,Korhogo Airport,CI,Korhogo,Savanes,HGO
HGR,Wash. County Regional Airport,US,State Line,Pennsylvania,HGR
HGS,Hastings,SL,Hastings,Western Area,FNA
HGT,Hunter AAF,US,,,HGT
HGU,Mount Hagen Airport,PG,Mount Hagen,Western Highlands,HGU
HGZ,Hogatza,US,,,HGZ
HHE,Hachinohe,JP,Uchimaru,Aomori,HHE
HHH,Hilton Head Airport,US,Hilton Head Island,South Carolina,HHH
HHI,Wheeler AFB,US,Wahiawa,Hawaii,HHI
HHN,Frankfurt - Hahn Airport,DE,Lautzenhausen,Rheinland-Pfalz,FRA
HHP,H K Heliport,HK,,,HKG
HHQ,Hua Hin Airport,TH,Hua Hin,Prachuap Khiri Khan,HHQ
HHR,Hawthorne,US,Hawthorne,California,HHR
HHZ,Hikueru,PF,,,HHZ
HIA,Huai'an Lianshui Airport,CN,Huai'an,Jiangsu Sheng,HIA
HIB,Chisholm Airport,US,Hibbing,Minnesota,HIB
HID,Horn Island Airport,AU,,,HID
HIE,Regional,US,Whitefield,New Hampshire,HIE
HIF,Hill AFB,US,Ogden,Utah,OGD
HIG,Highbury,AU,,,HIG
HIH,Hook Island,AU,,,HIH
HII,Municipal,US,Desert Hills,Arizona,HII
HIJ,Hiroshima Airport,JP,Takehara,Hiroshima,HIJ
HIK,Hickam AFB,US,Honolulu,Hawaii,HNL
HIL,Shillavo,ET,,,HIL
HIM,Hingurakgoda,LK,Polonnaruwa,North Central,HIM
HIN,Sacheon Airport,KR,Chinju,Gyeongsangnam-do,HIN
HIO,Portland,US,Hillsboro,Oregon,HIO
HIP,Headingly,AU,,,HIP
HIR,Honiara International Airport,SB,,,HIR
HIS,Hayman Island,AU,,,HIS
HIT,Haivaro,PG,,,HIT
HIW,Hiroshima West,JP,Hiroshima-shi,Hiroshima,HIJ
HJB,Hejing Bayinbuluke Airport,CN,,,HJB
HJJ,Zhijiang Airport,CN,Zhijiang,Hunan,HJJ
HJR,Khajuraho Airport,IN,Khajuraho,Madhya Pradesh,HJR
HJT,Khujirt,MN,,,HJT
HKA,Blytheville Municipal Airport,US,Blytheville,Arkansas,BYH
HKB,Healy Lake,US,,,HKB
HKD,Hakodate Airport,JP,Hakodate,Hokkaido,HKD
HKG,Hong Kong International Airport,HK,Tuen Mun,Tuen Mun,HKG
HKK,Hokitika Airport,NZ,,,HKK
HKN,Hoskins Airport,PG,,,HKN
HKR,Mara North Airstrip,KE,Keroka,Nyamira District,HKR
HKS,Hawkins Field,US,Jackson,Mississippi,JAN
HKT,Phuket International Airport,TH,,,HKT
HKV,Haskovo,BG,Haskovo,Khaskovo,HKV
HKY,Hickory,US,Longview,North Carolina,HKY
HLA,Lanseria International Airport,ZA,Diepsloot,Gauteng,JNB
HLB,Hillenbrand,US,Batesville,Indiana,HLB
HLC,Hill City,US,Hill City,Kansas,HLC
HLD,Hulunbuir Hailar Airport,CN,Fendou,Inner Mongolia,HLD
HLE,Saint Helena Airport,SH,Jamestown,Saint Helena,HLE
HLF,Hultsfred - Vimmerby,SE,Hultsfred,Kalmar,HLF
HLG,Ohio County,US,Tiltonsville,Ohio,HLG
HLH,Ulanhot Airport,CN,Heping,Inner Mongolia,HLH
HLI,Hollister,US,Hollister,California,HLI
HLJ,Beidahuang General Airport,CN,Zhaodong,,HLJ
HLL,Hillside,AU,,,HLL
HLM,Park Township,US,Holland,Michigan,HLM
HLN,Helena Regional Airport,US,Helena,Montana,HLN
HLP,Halim Perdanakusuma Airport,ID,Jakarta,Jakarta Raya,JKT
HLR,Fort Hood AAF,US,Killeen,Texas,ILE
HLS,St Helens,AU,St Helens,Tasmania,HLS
HLT,Hamilton,AU,Hamilton,Victoria,HLT
HLU,Houailou,NC,Canala,North Province,HLU
HLV,Helenvale,AU,,,HLV
HLW,Hluhluwe,ZA,,,HLW
HLY,Anglesey Airport,GB,Holyhead,Wales,HLY
HLZ,Hamilton International Airport,NZ,Hamilton,Waikato,HLZ
HMA,Khanty-Mansiysk Airport,RU,Khanty-Mansiysk,Khanty-Mansiyskiy Avtonomnyy Okrug,HMA
HMB,Mubarak International Airport,EG,Al Manshah,Suhaj,HMB
HME,Oued Irara Airport,DZ,Hassi Messaoud,Ouargla,HME
HMG,Hermannsburg,AU,,,HMG
HMI,Hami Airport,CN,Hami,Xinjiang Uygur Zizhiqu,HMI
HMJ,Khmelnitskiy,UA,Khmel'nyts'kyy,Khmelnytskyi,HMJ
HMN,Holloman AFB,US,Alamogordo,New Mexico,ALM
HMO,Gen Pesqueira Garcia Airport,MX,Hermosillo,Sonora,HMO
HMR,Hamar Airport,NO,Hamar,Hedmark,HMR
HMS,Homeshore,US,,,HMS
HMT,Ryan Field,US,Green Acres,California,HMT
HMV,Hemavan Airport,SE,,,HMV
HMY,Seosan Airport,KR,Suisan,Chungcheongnam-do,HMY
HNA,Hanamaki Airport,JP,Hanamaki,Iwate,HNA
HNB,Municipal,US,Huntingburg,Indiana,HNB
HNC,Hatteras,US,Buxton,North Carolina,HNC
HND,Haneda Airport,JP,Kawasaki,Kanagawa,TYO
HNE,Tahneta Pass,US,,,HNE
HNG,Hienghene,NC,Hienghene,North Province,HNG
HNH,Hoonah Airport,US,,,HNH
HNI,Heiweni,PG,Enewetak,Enewetak Atoll,HNI
HNL,Honolulu International Airport,US,Hickam Field,Hawaii,HNL
HNM,Hana Airport,US,Hana,Hawaii,HNM
HNN,Honinabi,PG,,,HNN
HNS,Haines Municipal Airport,US,,,HNS
HNX,Hanna,US,,,HNX
HNY,Hengyang Nanyue Airport,CN,Hengyang,Hunan,HNY
HOA,Hola,KE,Hola,Tana River,HOA
HOB,Lea County Airport,US,Hobbs,New Mexico,HOB
HOC,Komako,PG,,,HOC
HOD,Hodeidah Airport,YE,Al Hudaydah,Muhafazat al Hudaydah,HOD
HOE,Houeisay,LA,,,HOE
HOF,Al-Ahsa Airport,SA,Al Hufuf,Eastern Province,HOF
HOG,Frank Pais Airport,CU,Cacocum,Holguin,HOG
HOH,Hohenems-Dornbirn,AT,,,HOH
HOI,Hao Island,PF,,,HOI
HOK,Hooker Creek,AU,,,HOK
HOL,Holikachu,US,,,HOL
HOM,Homer Airport,US,,,HOM
HON,Howes,US,Huron,South Dakota,HON
HOO,Nhon Co,VN,Gia Nghia,Dak Nong,HOO
HOP,Campbell AAF,US,Hopkinsville,Kentucky,HOP
HOQ,Hof,DE,Konradsreuth,Bavaria,HOQ
HOR,Horta Airport,PT,Ribeira Grande,Azores,HOR
HOS,Oscar Reguera,AR,Chos Malal,Neuquen,HOS
HOT,Memorial Field,US,Piney,Arkansas,HOT
HOU,William P. Hobby Airport,US,,,HOU
HOV,Hovden Airport,NO,Volda,More og Romsdal,HOV
HOW,Howard AFB,PA,,,HOW
HOX,Homalin Airport,MM,Yairipok,Manipur,HOX
HOY,Hoy Island,GB,Stromness,Scotland,HOY
HPA,Salote Pilolevu,TO,Pangai,Ha`apai,HPA
HPB,Hooper Bay Airport,US,,,HPB
HPE,Hope Vale,AU,,,HPE
HPG,Shennongjia Hongping Airport,CN,Hongping,Hubei,HPG
HPH,Cat Bi International Airport,VN,Haiphong,Hai Phong,HPH
HPN,Westchester County Airport,US,Purchase,New York,HPN
HPT,Municipal,US,Hampton,Iowa,HPT
HPV,Princeville,US,Princeville,Hawaii,LIH
HPY,Baytown Airport,US,Baytown,Texas,HPY
HQL,Tashkurgan Airport,CN,Taxkorgan Tajik,Xinjiang,HQL
HQM,Bowerman,US,Hoquiam,Washington,HQM
HQQ,Anyang Hongqiqu Airport,CN,,Hainan,HQQ
HRA,Mansehra,PK,Mansehra,Khyber Pakhtunkhwa,HRA
HRB,Harbin Taiping International Airport,CN,,,HRB
HRC,Zhairem,KZ,Qarazhal,Qaraghandy,HRC
HRE,Harare International Airport,ZW,Epworth,Harare,HRE
HRF,Hoarafushi Airport,MV,Hoarafushi,,HRF
HRG,Hurghada International Airport,EG,Hurghada,Red Sea,HRG
HRH,Aligarh Airport,IN,,,HRH
HRI,Mattala Rajapaksa International Airport,LK,,,HRI
HRJ,Chaurjhari,NP,Tulsipur,Mid Western,HRJ
HRK,Kharkov Airport,UA,Bezlyudivka,Kharkiv,HRK
HRL,Valley International Airport,US,Harlingen,Texas,HRL
HRM,Tilrempt,DZ,Berriane,Ghardaia,HRM
HRN,Heliport,AU,Gladstone,Queensland,HRN
HRO,Boone County Airport,US,Harrison,Arkansas,HRO
HRR,Herrera,CO,,,HRR
HRS,Harrismith Airport,ZA,Kriel,Mpumalanga,HRS
HRT,Linton-On-Ouse,GB,Harrogate,England,HRT
HRY,Henbury,AU,,,HRY
HRZ,Horizontina,BR,Horizontina,Rio Grande do Sul,HRZ
HSA,Hazret Sultan International Airport,KZ,Kentau,Ongtustik Qazaqstan,HSA
HSB,Raleigh,US,Harrisburg,Illinois,HSB
HSC,Shaoguan,CN,Xinshao,Guangdong,HSC
HSF,Suifenhe Dongning Airport,CN,Suifenhe,Heilongjiang,HSF
HSG,Saga Airport,JP,Okawa,Saga Prefecture,HSG
HSH,Henderson Executive,US,Whitney,Nevada,LAS
HSI,Hastings,US,Hastings,Nebraska,HSI
HSJ,Shangjie Airport,CN,Gongyi,Henan Sheng,HSJ
HSK,Huesca-Pirineos,ES,Alcala del Obispo,Aragon,HSK
HSL,Huslia Airport,US,,,HSL
HSM,Horsham,AU,,,HSM
HSN,Putuoshan Airport,CN,Dadong'ao,Zhejiang Sheng,HSN
HSP,Ingalls Field,US,Warm Springs,Virginia,HSP
HSR,Rajkot International Airport,IN,,,HSR
HSS,Hissar,IN,Hisar,Haryana,HSS
HST,AFB,US,Homestead,Florida,HST
HSV,Huntsville International Airport,US,Madison,Alabama,HSV
HSZ,Hsinchu,TW,Hsinchu,Taiwan,HSZ
HTA,Chita Airport,RU,Domna,Transbaikal Territory,HTA
HTB,Terre-de-Bas,GP,,,HTB
HTG,Hatanga Airport,RU,Khatanga,Krasnoyarskiy,HTG
HTH,Hawthorne,US,Hawthorne,Nevada,HTH
HTI,Hamilton Island Airport,AU,,,HTI
HTL,Roscommon County,US,Roscommon,Michigan,HTL
HTM,Khatgal,MN,Manhan,Hovsgol,HTM
HTN,Hotan Airport,CN,Nu'erbage,Xinjiang Uygur Zizhiqu,HTN
HTO,East Hampton,US,Bridgehampton,New York,HTO
HTR,Hateruma,JP,,,HTR
HTS,Tri-State/Milton Airport,US,Ceredo,West Virginia,HTS
HTT,Huatugou Airport,CN,Gasi,Qinghai Sheng,HTT
HTU,Hopetoun,AU,,,HTU
HTV,Huntsville,US,Huntsville,Texas,HTV
HTW,Lawrence County Airpark,US,,,HTW
HTY,Hatay Airport,TR,Serinyol,Hatay,HTY
HTZ,Hato Corozal,CO,Socota,Boyaca,HTZ
HUA,Redstone AAF,US,Huntsville,Alabama,HSV
HUB,Humbert River,AU,,,HUB
HUC,Humacao Airport,PR,Bajandas,Humacao,HUC
HUD,Humboldt,US,Humboldt,Iowa,HUD
HUE,Humera Airport,ET,,,HUE
HUF,Hulman Field,US,Seelyville,Indiana,HUF
HUG,Huehuetenango,GT,Huehuetenango,Huehuetenango,HUG
HUH,Huahine Airport,PF,Fare,Iles Sous-le-Vent,HUH
HUI,Phu Bai International Airport,VN,Phu Vang,Thua Thien-Hue,HUI
HUJ,Hugo,US,Hugo,Oklahoma,HUJ
